week_start,sales,series_id,week_end,is_event,is_promo,is_special,resid,baseline,is_outlier,upper_limit,lower_limit
2023-07-31,4.926331602989078,Product_001,2023-08-06,0,0,False,-102.175184097747,107.10151570073609,True,144.1800552847613,70.2365131733874
2023-08-07,97.24905105587337,Product_001,2023-08-13,0,0,False,-3.045435312499052,100.29448636837242,False,137.37302595239765,63.429483841023725
2023-08-14,97.5986650867708,Product_001,2023-08-20,0,0,False,-4.331100192435031,101.92976527920581,False,139.00830486323105,65.06476275185712
2023-08-21,87.96037403252143,Product_001,2023-08-27,0,0,False,-1.0760593830459584,89.03643341556739,False,126.11497299959261,52.171430888218694
2023-08-28,96.85377967889356,Product_001,2023-09-03,0,0,False,1.120824955458545,95.73295472343501,False,132.81149430746024,58.86795219608632
2023-09-04,97.20199244421856,Product_001,2023-09-10,0,0,False,-2.2777025170241814,99.47969496124276,False,136.55823454526796,62.614692433894064
2023-09-11,92.00434962129656,Product_001,2023-09-17,0,0,False,-3.0456257337546333,95.04997535505117,False,132.1285149390764,58.18497282770248
2023-09-18,89.05940014676553,Product_001,2023-09-24,0,0,False,-5.622718960320697,94.68211910708621,False,131.76065869111142,57.817116579737515
2023-09-25,98.32814396288896,Product_001,2023-10-01,0,0,False,1.7852477568638392,96.54289620602512,False,133.62143579005033,59.677893678676426
2023-10-02,91.89400049961476,Product_001,2023-10-08,0,0,False,-4.874486849043194,96.76848734865796,False,133.84702693268318,59.90348482130926
2023-10-09,88.04931613170041,Product_001,2023-10-15,0,0,False,-9.369475403284568,97.41879153498498,False,134.4973311190102,60.55378900763628
2023-10-16,94.9313059381942,Product_001,2023-10-22,0,0,False,-3.7058176764201676,98.63712361461435,False,135.71566319863956,61.77212108726566
2023-10-23,101.01099374058896,Product_001,2023-10-29,0,0,False,-3.6399567475645256,104.65095048815348,False,141.7294900721787,67.78594796080479
2023-10-30,98.50050899415484,Product_001,2023-11-05,0,0,False,-4.183532348959886,102.68404134311471,False,139.76258092713994,65.81903881576602
2023-11-06,104.22345646382286,Product_001,2023-11-12,0,0,False,-4.174881407411846,108.39833787123469,False,145.4768774552599,71.533335343886
2023-11-13,105.05365345550516,Product_001,2023-11-19,0,0,False,-3.853010762718583,108.90666421822374,False,145.98520380224898,72.04166169087505
2023-11-20,426.9864141069589,Product_001,2023-11-26,1,0,True,14.20354584371188,412.782868263247,False,463.0392169119079,375.3266382969501
2023-11-27,400.7929066424955,Product_001,2023-12-03,0,0,False,-213.6866628888942,614.4795695313896,True,651.5581091154149,577.614567004041
2023-12-04,105.9504667515833,Product_001,2023-12-10,0,0,False,0.6002033036868113,105.35026344789651,False,142.42880303192175,68.48526092054782
2023-12-11,115.10493003785972,Product_001,2023-12-17,0,0,False,-2.1061878157314595,117.21111785359118,False,154.2896574376164,80.34611532624248
2023-12-18,116.0054011317671,Product_001,2023-12-24,0,0,False,-3.824376707586765,119.82977783935387,False,156.9083174233791,82.96477531200517
2023-12-25,127.40099536357071,Product_001,2023-12-31,0,0,False,-2.4908965759287014,129.8918919394994,False,166.97043152352464,93.02688941215072
2024-01-01,126.46124738470436,Product_001,2024-01-07,0,0,False,3.278376649469891,123.18287073523447,False,160.2614103192597,86.31786820788578
2024-01-08,128.6473943473475,Product_001,2024-01-14,0,0,False,2.873537656490157,125.77385669085733,False,162.85239627488255,88.90885416350864
2024-01-15,128.30476294457392,Product_001,2024-01-21,0,0,False,4.995803413637191,123.30895953093675,False,160.38749911496197,86.44395700358805
2024-01-22,135.8598771460852,Product_001,2024-01-28,0,0,False,7.769235633501523,128.0906415125837,False,165.16918109660892,91.22563898523501
2024-01-29,135.09627953492802,Product_001,2024-02-04,0,0,False,2.3563230289513513,132.73995650597666,False,169.8184960900019,95.87495397862799
2024-02-05,135.64087478313118,Product_001,2024-02-11,0,0,False,1.4579843193737645,134.18289046375742,False,171.26143004778262,97.31788793640871
2024-02-12,141.75947187904794,Product_001,2024-02-18,0,0,False,9.143788761654008,132.61568311739393,False,169.69422270141914,95.75068059004522
2024-02-19,146.38954950698556,Product_001,2024-02-25,0,0,False,4.4790674490338915,141.91048205795167,False,178.9890216419769,105.04547953060299
2024-02-26,149.05556960979808,Product_001,2024-03-03,0,0,False,2.7892778253367965,146.2662917844613,False,183.34483136848652,109.40128925711261
2024-03-04,154.48697494097968,Product_001,2024-03-10,0,0,False,8.270550543481733,146.21642439749795,False,183.29496398152318,109.35142187014927
2024-03-11,154.5121833810195,Product_001,2024-03-17,0,0,False,7.679577186151903,146.8326061948676,False,183.9111457788928,109.96760366751889
2024-03-18,157.34787304638468,Product_001,2024-03-24,0,0,False,10.92527578777353,146.42259725861115,False,183.50113684263638,109.55759473126247
2024-03-25,151.28743340609478,Product_001,2024-03-31,0,0,False,4.233556930099496,147.05387647599528,False,184.13241606002052,110.1888739486466
2024-04-01,155.57806186345857,Product_001,2024-04-07,0,0,False,5.119758983401084,150.4583028800575,False,187.5368424640827,113.59330035270878
2024-04-08,148.42489112724633,Product_001,2024-04-14,0,0,False,-3.0670097408936954,151.49190086814002,False,188.57044045216523,114.62689834079131
2024-04-15,158.0280902267522,Product_001,2024-04-21,0,0,False,5.560626032919146,152.46746419383305,False,189.54600377785826,115.60246166648434
2024-04-22,157.68655967680456,Product_001,2024-04-28,0,0,False,5.551496271890528,152.13506340491404,False,189.21360298893924,115.27006087756533
2024-04-29,146.523090581479,Product_001,2024-05-05,0,1,True,-3.1583818827910477,149.68147246427006,False,199.93782111293092,112.22524249797311
2024-05-06,342.8861511496621,Product_001,2024-05-12,0,1,True,191.77445977673233,151.11169137292978,True,201.36804002159064,113.65546140663284
2024-05-13,149.50028157056502,Product_001,2024-05-19,0,0,False,0.2471046319584218,149.2531769386066,False,186.3317165226318,112.38817441125789
2024-05-20,148.26077196323686,Product_001,2024-05-26,0,0,False,0.751287583950841,147.50948437928602,False,184.58802396331126,110.64448185193734
2024-05-27,148.56578816063265,Product_001,2024-06-02,1,0,True,2.7924093981793874,145.77337876245326,False,196.02972741111412,108.31714879615632
2024-06-03,147.17772491121298,Product_001,2024-06-09,0,0,False,4.069228789064255,143.10849612214872,False,180.18703570617393,106.24349359480001
2024-06-10,150.40836105081382,Product_001,2024-06-16,0,0,False,6.013293054751017,144.3950679960628,False,181.47360758008804,107.53006546871413
2024-06-17,139.27181296242003,Product_001,2024-06-23,0,0,False,1.4044322093915866,137.86738075302844,False,174.94592033705365,101.00237822567973
2024-06-24,136.83944526108033,Product_001,2024-06-30,0,0,False,3.5153813920768755,133.32406386900345,False,170.40260345302866,96.45906134165475
2024-07-01,128.59297270256496,Product_001,2024-07-07,0,0,False,0.027210529975462805,128.56576217258953,False,165.64430175661474,91.70075964524082
2024-07-08,134.45316578614288,Product_001,2024-07-14,0,0,False,5.195319196754554,129.25784658938832,False,166.33638617341356,92.39284406203964
2024-07-15,128.99119220812815,Product_001,2024-07-21,0,0,False,3.163719671502008,125.82747253662615,False,162.90601212065138,88.96247000927745
2024-07-22,134.9735967298124,Product_001,2024-07-28,0,0,False,13.199341376795132,121.77425535301728,False,158.85279493704252,84.90925282566859
2024-07-29,123.7138488787126,Product_001,2024-08-04,0,0,False,0.4517571622448031,123.26209171646778,False,160.340631300493,86.39708918911909
2024-08-05,124.3249958962461,Product_001,2024-08-11,0,1,True,6.744788411741496,117.5802074845046,False,167.83655613316546,80.12397751820765
2024-08-12,127.03441634321156,Product_001,2024-08-18,0,1,True,9.783239228005101,117.25117711520646,False,167.50752576386733,79.7949471489095
2024-08-19,713.0460940935333,Product_001,2024-08-25,0,0,False,605.0988584371128,107.94723565642047,True,145.02577524044568,71.08223312907178
2024-08-26,112.6571557252795,Product_001,2024-09-01,0,0,False,2.9465716939889717,109.71058403129054,False,146.78912361531576,72.84558150394184
2024-09-02,115.34050433639,Product_001,2024-09-08,0,0,False,0.9930713224724173,114.34743301391758,False,151.4259725979428,77.48243048656889
2024-09-09,120.70178300168358,Product_001,2024-09-15,0,0,False,12.55315477755343,108.14862822413016,False,145.2271678081554,71.28362569678147
2024-09-16,120.67108190952032,Product_001,2024-09-22,0,0,False,13.642030014534953,107.02905189498537,False,144.10759147901058,70.16404936763668
2024-09-23,106.93653213950334,Product_001,2024-09-29,0,0,False,-0.626680209693177,107.5632123491965,False,144.6417519332217,70.69820982184781
2024-09-30,127.76563349815436,Product_001,2024-10-06,0,0,False,19.61349559991308,108.15213789824128,False,145.23067748226651,71.28713537089259
2024-10-07,125.54124722891504,Product_001,2024-10-13,0,0,False,17.04066540378733,108.50058182512771,False,145.57912140915295,71.63557929777902
2024-10-14,117.41000063902804,Product_001,2024-10-20,0,0,False,9.597485666278146,107.81251497274991,False,144.89105455677515,70.94751244540122
2024-10-21,121.71580551314568,Product_001,2024-10-27,0,0,False,10.33866822363106,111.37713728951461,False,148.45567687353983,74.51213476216591
2024-10-28,124.44306911201126,Product_001,2024-11-03,0,0,False,16.14405923818856,108.29900987382268,False,145.37754945784792,71.43400734647399
2024-11-04,125.3654428998632,Product_001,2024-11-10,0,0,False,11.25320655481434,114.11223634504884,False,151.19077592907405,77.24723381770015
2024-11-11,131.55886300112985,Product_001,2024-11-17,0,0,False,17.73904113475038,113.81982186637948,False,150.8983614504047,76.95481933903079
2024-11-18,506.93485018737175,Product_001,2024-11-24,0,0,False,177.54076670897578,329.394083478396,True,366.47262306242123,292.52908095104726
2024-11-25,517.635418100188,Product_001,2024-12-01,1,0,True,-6.869053654292571,524.5044717544805,False,574.7608204031415,487.0482417881836
2024-12-02,137.04790501499934,Product_001,2024-12-08,0,0,False,-60.45051919229081,197.49842420729016,True,234.57696379131536,160.63342167994145
2024-12-09,144.3849499552339,Product_001,2024-12-15,0,0,False,24.11046416519696,120.27448579003695,False,157.35302537406216,83.40948326268825
2024-12-16,140.9507319372629,Product_001,2024-12-22,0,0,False,18.379607316459527,122.57112462080337,False,159.64966420482858,85.70612209345468
2024-12-23,155.16832794067028,Product_001,2024-12-29,0,0,False,24.65160465711594,130.51672328355434,False,167.59526286757958,93.65172075620566
2024-12-30,152.56404871115478,Product_001,2025-01-05,0,0,False,26.058939266021213,126.50510944513356,False,163.58364902915878,89.64010691778486
