week_start,sales,series_id,week_end,promo_type,count_normal_weeks,count_promo_weeks,percent_normal_weeks,last_1yr_sales_vol,history_count,f_ratio_trend,f_ratio_season,stiffness_ratio,stiffness_interpretation,trend,seasonal,baseline,resid,class,noise_cv,forecast_score,is_outlier,upper_limit,lower_limit
2023-02-06,138.08847123805634,Product_001,2023-02-12,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),141.6149277417546,-3.5264565036983577,138.08847123805623,1.1368683772161603e-13,Seasonal with Trend,0.028,High,False,138.08847123805637,138.08847123805614
2023-02-13,135.89150221428164,Product_001,2023-02-19,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),141.77523208793957,-5.883729873657908,135.89150221428167,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,135.89150221428181,135.8915022142816
2023-02-20,154.20966420083,Product_001,2023-02-26,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),141.93553643412483,12.27412776670519,154.20966420083002,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,154.20966420083016,154.20966420082993
2023-02-27,159.9006952434633,Product_001,2023-03-05,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.0958407803098,17.804854463153426,159.90069524346322,8.526512829121202e-14,Seasonal with Trend,0.028,High,False,159.90069524346336,159.90069524346313
2023-03-06,159.797480323042,Product_001,2023-03-12,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.25614512649494,17.541335196546996,159.79748032304195,8.526512829121202e-14,Seasonal with Trend,0.028,High,False,159.7974803230421,159.79748032304187
2023-03-13,156.9745988414983,Product_001,2023-03-19,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.41644947268017,14.558149368818128,156.9745988414983,0.0,Seasonal with Trend,0.028,High,False,156.97459884149845,156.97459884149822
2023-03-20,145.86212020012857,Product_001,2023-03-26,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.5767538188653,3.285366381263202,145.86212020012852,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,145.86212020012866,145.86212020012843
2023-03-27,165.41278350293837,Product_001,2023-04-02,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.73705816505048,22.675725337887776,165.41278350293825,1.1368683772161603e-13,Seasonal with Trend,0.028,High,False,165.4127835029384,165.41278350293817
2023-04-03,151.5789942256388,Product_001,2023-04-09,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),142.8973625112356,8.681631714403196,151.57899422563878,0.0,Seasonal with Trend,0.028,High,False,151.57899422563892,151.5789942256387
2023-04-10,161.82061020582572,Product_001,2023-04-16,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.05766685742074,18.762943348404995,161.82061020582574,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,161.8206102058259,161.82061020582566
2023-04-17,160.61502458881677,Product_001,2023-04-23,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.21797120360597,17.397053385210768,160.61502458881674,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,160.61502458881688,160.61502458881665
2023-04-24,147.1518835765432,Product_001,2023-04-30,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.37827554979108,3.7736080267521657,147.15188357654324,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,147.15188357654338,147.15188357654316
2023-05-01,144.7262133728954,Product_001,2023-05-07,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.5385798959761,1.187633476919233,144.72621337289536,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,144.7262133728955,144.72621337289527
2023-05-08,148.69172699722984,Product_001,2023-05-14,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.69888424216128,4.9928427550685175,148.6917269972298,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,148.69172699722995,148.69172699722972
2023-05-15,151.86852360728005,Product_001,2023-05-21,BOGO,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),143.8591885883464,8.009335018933571,151.86852360727997,8.526512829121202e-14,Seasonal with Trend,0.028,High,False,151.8685236072803,151.86852360727968
2023-05-22,645.2601654146633,Product_001,2023-05-28,BOGO,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.01949293453163,501.24067248013176,645.2601654146633,-5.684341886080802e-14,Seasonal with Trend,0.028,High,False,645.2601654146637,645.260165414663
2023-05-29,471.4039330190502,Product_001,2023-06-04,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.1797972807167,327.22413573833353,471.4039330190502,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,471.4039330190503,471.4039330190501
2023-06-05,134.69671967686645,Product_001,2023-06-11,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.34010162690186,-9.643381950035437,134.69671967686642,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,134.69671967686656,134.69671967686634
2023-06-12,134.10760210928345,Product_001,2023-06-18,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.50040597308706,-10.392803863803604,134.10760210928345,0.0,Seasonal with Trend,0.028,High,False,134.1076021092836,134.10760210928336
2023-06-19,136.26740817606765,Product_001,2023-06-25,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.66071031927214,-8.39330214320454,136.2674081760676,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,136.26740817606773,136.2674081760675
2023-06-26,128.18807345984308,Product_001,2023-07-02,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.82101466545734,-16.632941205614213,128.18807345984314,-5.684341886080802e-14,Seasonal with Trend,0.028,High,False,128.18807345984328,128.18807345984305
2023-07-03,123.8867525675332,Product_001,2023-07-09,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),144.98131901164248,-21.094566444109265,123.88675256753322,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,123.88675256753338,123.88675256753312
2023-07-10,124.2865806911122,Product_001,2023-07-16,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.14162335782757,-20.85504266671539,124.28658069111218,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,124.28658069111233,124.28658069111208
2023-07-17,121.39077814577786,Product_001,2023-07-23,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.30192770401274,-23.91114955823493,121.39077814577782,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,121.39077814577797,121.39077814577772
2023-07-24,117.76307373873212,Product_001,2023-07-30,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.46223205019785,-27.699158311465766,117.76307373873209,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,117.76307373873225,117.76307373873199
2023-07-31,114.37407039277863,Product_001,2023-08-06,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.62253639638308,-31.24846600360441,114.37407039277868,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,114.37407039277883,114.37407039277858
2023-08-07,111.00181788987187,Product_001,2023-08-13,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.78284074256814,-34.78102285269629,111.00181788987186,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,111.00181788987202,111.00181788987176
2023-08-14,113.7715304807275,Product_001,2023-08-20,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),145.94314508875334,-32.17161460802588,113.77153048072746,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,113.77153048072762,113.77153048072736
2023-08-21,100.84532387986962,Product_001,2023-08-27,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.10344943493843,-45.25812555506881,100.84532387986962,0.0,Seasonal with Trend,0.028,High,False,100.84532387986978,100.84532387986953
2023-08-28,104.86779999204931,Product_001,2023-09-03,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.2637537811236,-41.395953789074284,104.86779999204931,0.0,Seasonal with Trend,0.028,High,False,104.86779999204947,104.86779999204921
2023-09-04,105.09805001379738,Product_001,2023-09-10,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.4240581273087,-41.32600811351136,105.09805001379735,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,105.0980500137975,105.09805001379725
2023-09-11,102.77465492279178,Product_001,2023-09-17,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.58436247349383,-43.809707550702086,102.77465492279174,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,102.7746549227919,102.77465492279164
2023-09-18,98.99285360408524,Product_001,2023-09-24,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.74466681967905,-47.75181321559379,98.99285360408527,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,98.99285360408543,98.99285360408517
2023-09-25,92.43489920185152,Product_001,2023-10-01,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),146.90497116586417,-54.47007196401265,92.43489920185152,0.0,Seasonal with Trend,0.028,High,False,92.43489920185168,92.43489920185142
2023-10-02,100.85453120314496,Product_001,2023-10-08,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.06527551204923,-46.21074430890426,100.85453120314497,0.0,Seasonal with Trend,0.028,High,False,100.85453120314513,100.85453120314487
2023-10-09,108.10971587270976,Product_001,2023-10-15,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.2255798582344,-39.115863985524626,108.10971587270977,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,108.10971587270993,108.10971587270967
2023-10-16,107.19904345430383,Product_001,2023-10-22,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.38588420441957,-40.18684075011574,107.19904345430382,0.0,Seasonal with Trend,0.028,High,False,107.19904345430398,107.19904345430372
2023-10-23,104.39536034069155,Product_001,2023-10-29,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.5461885506047,-43.150828209913186,104.39536034069152,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,104.39536034069168,104.39536034069143
2023-10-30,119.25129935561708,Product_001,2023-11-05,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.70649289678985,-28.4551935411728,119.25129935561705,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,119.2512993556172,119.25129935561695
2023-11-06,113.69866990458227,Product_001,2023-11-12,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),147.86679724297497,-34.16812733839271,113.69866990458226,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,113.69866990458242,113.69866990458216
2023-11-13,124.46809218629971,Product_001,2023-11-19,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.0271015891601,-23.55900940286043,124.46809218629969,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,124.46809218629984,124.46809218629959
2023-11-20,6.4100819123544515,Product_001,2023-11-26,Black Friday,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.1874059353454,-141.77732402299097,6.410081912354428,2.842170943040401e-14,Seasonal with Trend,0.028,High,False,6.410081912354653,6.410081912354147
2023-11-27,133.55017409754038,Product_001,2023-12-03,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.34771028153048,-14.79753618399015,133.55017409754032,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,133.55017409754046,133.55017409754024
2023-12-04,131.33967032555583,Product_001,2023-12-10,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.50801462771543,-17.16834430215958,131.33967032555586,-2.842170943040401e-14,Seasonal with Trend,0.028,High,False,131.339670325556,131.33967032555577
2023-12-11,131.5195765874266,Product_001,2023-12-17,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.66831897390065,-17.14874238647411,131.51957658742654,5.684341886080802e-14,Seasonal with Trend,0.028,High,False,131.51957658742668,131.51957658742646
2023-12-18,131.54709744240438,Product_001,2023-12-24,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.82862332008594,-17.281525877681553,131.54709744240438,0.0,Seasonal with Trend,0.028,High,False,131.54709744240452,131.5470974424043
2023-12-25,139.4547636801187,Product_001,2023-12-31,Normal,73,4,94.8,7634.888659802397,77,2.285,509.88,0.999,Wavy (Warning: Baseline absorbing outliers),148.9889276662711,-9.534163986152397,139.4547636801187,0.0,Seasonal with Trend,0.028,High,False,139.45476368011884,139.45476368011862
2021-02-22,133.17529633129166,Product_002,2021-02-28,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.11938002748111,13.184500561217568,132.3038805886987,0.8714157425929869,Seasonal with Trend,0.032,High,False,139.02152481978632,125.79282335979953
2021-03-01,131.5085282897991,Product_002,2021-03-07,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.28765117114038,11.38451618348164,130.67216735462202,0.8363609351770833,Seasonal with Trend,0.032,High,False,137.38981158570962,124.16111012572283
2021-03-08,126.64501892007875,Product_002,2021-03-14,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.45612225442248,7.812398646091282,127.26852090051376,-0.6235019804350088,Seasonal with Trend,0.032,High,False,133.98616513160138,120.75746367161459
2021-03-15,129.6298533217082,Product_002,2021-03-21,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.62479752004164,8.454644439555965,128.0794419595976,1.5504113621105944,Seasonal with Trend,0.032,High,False,134.79708619068523,121.56838473069844
2021-03-22,122.8271900182943,Product_002,2021-03-28,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.79368130961159,2.274666090444614,122.0683474000562,0.7588426182381056,Seasonal with Trend,0.032,High,False,128.78599163114382,115.55729017115702
2021-03-29,121.59244844079372,Product_002,2021-04-04,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),119.96277767939938,2.1877812474692395,122.15055892686863,-0.5581104860749093,Seasonal with Trend,0.032,High,False,128.86820315795626,115.63950169796945
2021-04-05,108.82887387238368,Product_002,2021-04-11,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.13209071972695,-12.005599063812078,108.12649165591486,0.7023822164688198,Seasonal with Trend,0.032,High,False,114.8441358870025,101.61543442701569
2021-04-12,112.90663617090247,Product_002,2021-04-18,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.30162471711905,-8.069097972194628,112.23252674492443,0.6741094259780454,Seasonal with Trend,0.032,High,False,118.95017097601206,105.72146951602525
2021-04-19,103.76271569814124,Product_002,2021-04-25,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.47138387638441,-17.354476892721376,103.11690698366303,0.645808714478207,Seasonal with Trend,0.032,High,False,109.83455121475066,96.60584975476385
2021-04-26,101.89890951743484,Product_002,2021-05-02,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.64137223828793,-20.06255445555464,100.5788177827333,1.3200917347015633,Seasonal with Trend,0.032,High,False,107.29646201382093,94.06776055383412
2021-05-03,98.5829606158235,Product_002,2021-05-09,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.81159364199743,-21.72122386584631,99.09036977615112,-0.5074091603276258,Seasonal with Trend,0.032,High,False,105.80801400723875,92.57931254725194
2021-05-10,100.71645639735704,Product_002,2021-05-16,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),120.98205164998132,-21.076478433122194,99.90557321685912,0.8108831804979104,Seasonal with Trend,0.032,High,False,106.62321744794676,93.39451598795995
2021-05-17,94.7718070128952,Product_002,2021-05-23,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),121.15274987613864,-26.907914861851555,94.24483501428709,0.5269719986081043,Seasonal with Trend,0.032,High,False,100.96247924537472,87.73377778538791
2021-05-24,95.00385811972076,Product_002,2021-05-30,Normal,141,8,94.6,7886.272854333608,149,6.459,280.169,0.999,Wavy (Warning: Baseline absorbing outliers),121.32369179537832,-27.415746848395266,93.90794494698306,1.0959131727377098,Seasonal with Trend,0.032,High,False,100.6255891780707,87.39688771808389
